0.000000000000000000e+00,8.050081734632551222e-02,7.072800146913343911e-02,6.125046441199709368e-02,5.171650689908225546e-02,3.858466546023127386e-02,6.463246043774570349e-02,4.836503719375737087e-02,5.939373065662182510e-02,5.809759707452943900e-02,1.378437277383717796e-01,1.115719119400502973e-01,3.652606729508393185e-02,4.693652260278151356e-02,3.087170635029151330e-02,3.588791270558543134e-02,3.208009965078215120e-02,4.384390045631830768e-02,5.498039760688569477e-02,4.197378835358448607e-02,1.790502089531678664e-02,4.230654137088133565e-02,1.034567166142465050e-01,8.269106534016128218e-02,7.781416995988651997e-02,4.332272866276691559e-02,8.820150594689279977e-02,9.619201168974092497e-02,7.778367671500195646e-02,8.691684424902110240e-02,8.620702864073041816e-02,9.087786935907157804e-02,6.516553825353313401e-02,6.617531644306166860e-02,5.590807667054620289e-02,1.714485642303029966e-01,1.449094364885437358e-01,1.395813984081558379e-01,1.530929879863038023e-01,1.264539123954178945e-01,1.180895473692585296e-01,1.113003965220560471e-01,7.776626940911979258e-02,6.421173631527092585e-02,1.139247420220800000e-01,3.059453254789613191e-02,2.746456334164500482e-02,2.001092649217970157e-02,1.512261162266157616e-02,1.091266624811920889e-02,1.327793486327943362e-01,1.756548779558778361e-01,1.205708614300765869e-01,2.406313033314547989e-01,9.049457095289387132e-02,7.358369526345077960e-02,4.169901827106207298e-02,1.624063041629533050e-02,2.947998466261417608e-02,3.449556919081763623e-02,2.824037104122109273e-02,4.081085889712580267e-02,1.022394689583998734e-01,1.024737184274110841e-01,1.296068341419747694e-01,1.031174321432302005e-01,1.265794455314650339e-02,8.965272775822817619e-02,6.259553285685218182e-02,3.288879291451331927e-02,6.200222205616921778e-02,5.899702786020808581e-02,1.371213651898750031e-02,4.301803143381113109e-02,4.718020602380749995e-02,5.200701332577389174e-02,3.084447138246450629e-02,3.404899818241730602e-01
8.050081734632551222e-02,0.000000000000000000e+00,1.459615654406958701e-02,1.966086305706878090e-02,3.242942080413676459e-02,4.191623615204602415e-02,2.894325700705049562e-02,3.571769241606134043e-02,4.239189705987111978e-02,5.516252049035955118e-02,1.436524604475735434e-01,1.096643797287475131e-01,8.715945167043635811e-02,1.006376882680796447e-01,1.016791218019368337e-01,1.157405799327964474e-01,1.088157259230912582e-01,1.243368683289237803e-01,1.353006484288925004e-01,1.153783440619023798e-01,9.594123538126057837e-02,6.197735942791581659e-02,2.982244703096244634e-02,2.301853857667835943e-02,3.525993660313428424e-02,4.713985161293934856e-02,3.802568211243619045e-02,5.618676178735620280e-02,4.620918313721818910e-02,7.167381644022798037e-02,6.173035203859295050e-02,1.453242600221091828e-02,3.147039787178003423e-02,4.421753491691163968e-02,6.137041034274588747e-02,9.371151352643000698e-02,6.598156376989795791e-02,5.998128998387912414e-02,7.259243065154301344e-02,5.261020632847873690e-02,3.888639701674219407e-02,3.141392355367611522e-02,9.249462694411388075e-02,8.931553879312803534e-02,7.474814260278822564e-02,5.279883417211499175e-02,6.151397374943054497e-02,6.106766496240793873e-02,6.975666562932955617e-02,8.079240198537761264e-02,1.114691413142640392e-01,1.476434223940534252e-01,6.589434122728970999e-02,2.023860498429538302e-01,9.476623750501868282e-02,6.589380283716804454e-02,5.739729603753574577e-02,8.447703130920604375e-02,7.064557380938539521e-02,9.787866996542864129e-02,7.642360089546883228e-02,9.738986810379325620e-02,1.193835138894641795e-01,2.567194263597723930e-02,6.526991369538108489e-02,3.636891392734595968e-02,9.286215194850741539e-02,8.807635604743074831e-02,9.238287503554880320e-02,5.258319239661984196e-02,7.694657772097605875e-02,6.604933748432961771e-02,6.927563738139692895e-02,6.798746891685301941e-02,7.845236436172418892e-02,9.040570532356476119e-02,1.060521380431908162e-01,3.118218294592612350e-01
7.072800146913343911e-02,1.459615654406958701e-02,0.000000000000000000e+00,1.624158018050491162e-02,2.953043855346558846e-02,3.302601327295639350e-02,1.440646648568364406e-02,2.321658539537226756e-02,2.780819768518415572e-02,4.058113576993709753e-02,1.500573170925276478e-01,1.163487432023501272e-01,8.298912759950327622e-02,9.693035675236783000e-02,9.481279609431954303e-02,1.065301263107830548e-01,1.007575422466964882e-01,1.141932828477106587e-01,1.247510537583170070e-01,1.030056932916572354e-01,8.492829069871911385e-02,5.993901773093397722e-02,4.441233679160843523e-02,3.444603590571006929e-02,4.383859576302385347e-02,3.356852657877611862e-02,2.948240980384017260e-02,4.671038465175894605e-02,3.367994019649807325e-02,5.882316498084122491e-02,4.951910556172193362e-02,2.911114646034866291e-02,3.570576962742914168e-02,4.874047222420920672e-02,6.255219409660604801e-02,1.008637243630255281e-01,7.418996226788443504e-02,7.289680183213832765e-02,8.367869774319786069e-02,5.670095438391092174e-02,4.751377356456151779e-02,4.459987647286726281e-02,9.534489819899051588e-02,9.000540173337734373e-02,6.639484817461964450e-02,4.124991812061808150e-02,4.907244354476455322e-02,5.077666228807994203e-02,5.855089855111066111e-02,6.955463651474955156e-02,1.010843173067719203e-01,1.391843475848111578e-01,6.155124998375031270e-02,1.966030562506917989e-01,9.966853977670878106e-02,7.070155978434067290e-02,4.341120046593375387e-02,7.702445688941343682e-02,6.587258699795937866e-02,9.224835937254845242e-02,6.330114624595400974e-02,8.379866687358999977e-02,1.231632196266419094e-01,3.174642604733741991e-02,6.467072161998117796e-02,3.549025755216234090e-02,8.334303769798295791e-02,7.453720750100509274e-02,7.779986817531801824e-02,4.685326716660518503e-02,6.236533913960536080e-02,5.146703810986116151e-02,6.093404019241574487e-02,5.377477241429248073e-02,6.410058680033499379e-02,8.873465054846560451e-02,9.418651573716484149e-02,3.048100386347435964e-01
6.125046441199709368e-02,1.966086305706878090e-02,1.624158018050491162e-02,0.000000000000000000e+00,1.370298573843834605e-02,2.282530291827802524e-02,2.486682972663534219e-02,2.106697355795609378e-02,3.541322964119740513e-02,4.721391932601719243e-02,1.346638542816123996e-01,1.011864317364404992e-01,6.830778411057726596e-02,8.204189385528751211e-02,8.207917831637455419e-02,9.621717769679100085e-02,8.915828659892362229e-02,1.050801062391948926e-01,1.161971678388724200e-01,9.776591325570757607e-02,7.724678949998327326e-02,4.419275920914642053e-02,4.390443707056964490e-02,2.673391202107030379e-02,3.152534716764925776e-02,3.334232635177933335e-02,4.541098171596685829e-02,6.198664120348134493e-02,4.698426154035598851e-02,7.081411304256243766e-02,6.262539870260991348e-02,2.998729257517877486e-02,2.080262729329319590e-02,3.336864157387613161e-02,4.631108729846816069e-02,1.131107399884611758e-01,8.553945390419701034e-02,7.842174412169511388e-02,9.201805718260883116e-02,7.068917407053346147e-02,5.842500583818593940e-02,5.005473683692192310e-02,7.916693060047617914e-02,7.380322217223833636e-02,8.192874637834293705e-02,3.527691704672095835e-02,4.476976047564848460e-02,4.227272983690305574e-02,5.146953639959334081e-02,6.238559615785300300e-02,1.152401403577965888e-01,1.543605797077508834e-01,7.779282416768390496e-02,2.125968887645840466e-01,8.389679321437179538e-02,5.507798854297935032e-02,4.412417154108353584e-02,6.481835026574657432e-02,5.148470077839623765e-02,7.852795621742442167e-02,6.036571524513752868e-02,8.193090154238522049e-02,1.070747073118439030e-01,4.424569022064439583e-02,8.046378375085731782e-02,5.110198783512846094e-02,7.346862274287609129e-02,8.488669240450097409e-02,8.174722729613279060e-02,3.304873267235995671e-02,6.810549080401233357e-02,5.754659893177488383e-02,4.968720065748245124e-02,5.511962437500546319e-02,6.594726794792374336e-02,7.299210747689648116e-02,8.797067013772270905e-02,3.204131957693724941e-01
5.171650689908225546e-02,3.242942080413676459e-02,2.953043855346558846e-02,1.370298573843834605e-02,0.000000000000000000e+00,1.667375202600503495e-02,3.494051144445649293e-02,2.413309174944275673e-02,4.233956771562822491e-02,5.231894961441608399e-02,1.242847150878445828e-01,9.141892535142061293e-02,5.481276734146155877e-02,6.844706081903546846e-02,6.962947088879831159e-02,8.536670135285928662e-02,7.743465694709050773e-02,9.504508166804467861e-02,1.064824900368478849e-01,9.091923772460797082e-02,6.879777010208543153e-02,3.050987215573906786e-02,5.176766235886087753e-02,3.114493451603116483e-02,2.946138807999673301e-02,3.472632987827067169e-02,5.785114520571373042e-02,7.348273176975700371e-02,5.707154676024886464e-02,7.913054809233530107e-02,7.208896881089559006e-02,3.991955623867610853e-02,1.600849261918417532e-02,2.494641884043779373e-02,3.372328846285525816e-02,1.261371570477788639e-01,9.834028087023527487e-02,8.860154693244229329e-02,1.034791179802016514e-01,8.428423828235666326e-02,7.128354979526271840e-02,6.090837592839989934e-02,6.696501979867494625e-02,6.065153893541540275e-02,9.355850368821155838e-02,3.107357550489129455e-02,4.098680038481842397e-02,3.469088403611747529e-02,4.456444746780292149e-02,5.484493913555208572e-02,1.250743090524183421e-01,1.652468446238169186e-01,9.085177497132439217e-02,2.247039031844063062e-01,7.297587415705650282e-02,4.492835316413927582e-02,4.481548401189921343e-02,5.293088566073144569e-02,3.821688176475063203e-02,6.548457671206364683e-02,5.666310318276987501e-02,7.827846419938951084e-02,9.514265580506164888e-02,5.766987510387874827e-02,9.407753477715879997e-02,6.474807170718255289e-02,6.328433523245881320e-02,9.148436403010264117e-02,8.300914713860850502e-02,2.063592524590924723e-02,7.133663662279171591e-02,6.155098546946307508e-02,3.899215970671520565e-02,5.541262087353839016e-02,6.604718496031694586e-02,5.931912210463971546e-02,8.050448090800293999e-02,3.317497502636477802e-01
3.858466546023127386e-02,4.191623615204602415e-02,3.302601327295639350e-02,2.282530291827802524e-02,1.667375202600503495e-02,0.000000000000000000e+00,3.101308190172051213e-02,1.461329899804700988e-02,3.292991724987417990e-02,4.004137589051084967e-02,1.347280731789440855e-01,1.030374288372242625e-01,5.209899892225575840e-02,6.617267891328092178e-02,6.189835845156738819e-02,7.398040866027509599e-02,6.776371944439901762e-02,8.242359493465449549e-02,9.344331154885449076e-02,7.539153657825181654e-02,5.443023751414297062e-02,3.394130771568449473e-02,6.617852802489510022e-02,4.684409159469989786e-02,4.612465658682793346e-02,2.067482411799891756e-02,5.595440020677930337e-02,6.870433563796117526e-02,5.061163654408398771e-02,6.918344909715923308e-02,6.391898101808221599e-02,5.275361206959587601e-02,3.264511221067904062e-02,3.994739524512565254e-02,4.254991870883600980e-02,1.337956149099240044e-01,1.067965594265980617e-01,1.012431144014469819e-01,1.145085963488365888e-01,8.966168409062263978e-02,7.981231122098988995e-02,7.283585064958593425e-02,7.499089288902045791e-02,6.592350841629134039e-02,8.847245218450400239e-02,1.440330241824538948e-02,2.431305813670026766e-02,1.947131822428919620e-02,2.890012165621969401e-02,3.968116451446414283e-02,1.163236463494912165e-01,1.578409558307128091e-01,8.966901911636371292e-02,2.195161996538969318e-01,8.331605599857326572e-02,5.724121319073564168e-02,2.950286928197330683e-02,4.403026325796352558e-02,3.499069678232042541e-02,5.991981116189321749e-02,4.000610864630207292e-02,6.164970879157039008e-02,1.031745459930386993e-01,6.456029558822344583e-02,9.579863226719884106e-02,6.750555482065478952e-02,5.098055926411771549e-02,7.934246476675306525e-02,6.723625439914650281e-02,1.641834415211176207e-02,5.682178677361178487e-02,4.787027542909255001e-02,2.792822510931945376e-02,3.957245611868835666e-02,4.996928330350910996e-02,6.084798653753625136e-02,6.535405860710881421e-02,3.246351615895621268e-01
6.463246043774570349e-02,2.894325700705049562e-02,1.440646648568364406e-02,2.486682972663534219e-02,3.494051144445649293e-02,3.101308190172051213e-02,0.000000000000000000e+00,1.697331205684765934e-02,1.348994799451767868e-02,2.623826859461698621e-02,1.589325521257058949e-01,1.257010450359451192e-01,8.311082134895267370e-02,9.718543015811599572e-02,9.166670779380255152e-02,1.003846802212584460e-01,9.610168431170898473e-02,1.067822281666211542e-01,1.167186909505842224e-01,9.270270496166466145e-02,7.678898277489856761e-02,6.313409553752095948e-02,5.876002301418522394e-02,4.805267739189519882e-02,5.583769005317246875e-02,2.290061692768853921e-02,2.494909936658332508e-02,3.874221874062825505e-02,2.228205406499253818e-02,4.606030464820487502e-02,3.777933409199819847e-02,4.347552979180837468e-02,4.566089872208149020e-02,5.799854449035458936e-02,6.854045679884096520e-02,1.078929951781955193e-01,8.267176450924809683e-02,8.542210782314285655e-02,9.448856605237482276e-02,6.227055234241927334e-02,5.724555365175863081e-02,5.768556728767516156e-02,1.018263506682826752e-01,9.469141269909768510e-02,5.880915266520002349e-02,3.404204645476410773e-02,3.978367413085643484e-02,4.485797466576409848e-02,5.086282443715697127e-02,6.144575041427415008e-02,9.055004293316984421e-02,1.303224310581483636e-01,5.865618202103433515e-02,1.900971734285664683e-01,1.077907156084342566e-01,7.933159645026406637e-02,3.119134573701754301e-02,7.365416094348437026e-02,6.597961557969216073e-02,9.055138459872046075e-02,5.234625295643293569e-02,7.175466692081204634e-02,1.300489926022975473e-01,4.089653120131290370e-02,6.545958845441787743e-02,3.853186277096855294e-02,7.723325418445439738e-02,6.087174146396721192e-02,6.366058098681251498e-02,4.711608169022801773e-02,4.801545460135871191e-02,3.712232006603034817e-02,5.710548584361149066e-02,4.079633979856946147e-02,5.069244094631111114e-02,9.123079634428300777e-02,8.470638351125156507e-02,2.968138295684368821e-01
4.836503719375737087e-02,3.571769241606134043e-02,2.321658539537226756e-02,2.106697355795609378e-02,2.413309174944275673e-02,1.461329899804700988e-02,1.697331205684765934e-02,0.000000000000000000e+00,1.891221780524038679e-02,2.818779807784060551e-02,1.474634214790869480e-01,1.150646770824021448e-01,6.649679000715788546e-02,8.054636568330543478e-02,7.472516876364347638e-02,8.424805531565032757e-02,7.942545143217905057e-02,9.134690858162526628e-02,1.017224213485887763e-01,7.991562138245561497e-02,6.182129416363360552e-02,4.818522544144902831e-02,6.382044068043525586e-02,4.780059561629654286e-02,5.128119517881046807e-02,1.228389617363753045e-02,4.181864636666737106e-02,5.409224276165208040e-02,3.603845155629287200e-02,5.573310546376048641e-02,4.973622582944819265e-02,4.899701088053991238e-02,3.873873065209081784e-02,4.906007895407052399e-02,5.555204763261134548e-02,1.231964100377653387e-01,9.704628644515422842e-02,9.555547271193631786e-02,1.068819617537492828e-01,7.808952284724246518e-02,7.061773160840040253e-02,6.703249945766487361e-02,8.855969042789847701e-02,8.014303164720701367e-02,7.386918654472729440e-02,1.817022883988513721e-02,2.594591024828491604e-02,2.838322980695650449e-02,3.547053008045359529e-02,4.642060957340076593e-02,1.024790527418181774e-01,1.436363524750957910e-01,7.543498717431441902e-02,2.049705119328746883e-01,9.599393760412436305e-02,6.867971472284220558e-02,2.306473151224476895e-02,5.671201560388271223e-02,4.948554207919390185e-02,7.360359354280632260e-02,4.071435172602815705e-02,6.185419397238624967e-02,1.168354159214412269e-01,5.460329727690426543e-02,8.239355280221871691e-02,5.493502253273611913e-02,6.102148436876219523e-02,6.739765390434385162e-02,6.080615980495786277e-02,3.102643555277845994e-02,4.781158096286464848e-02,3.766153585692579714e-02,4.017600845818047883e-02,3.405802594794975907e-02,4.488232629428864223e-02,7.545086827020415499e-02,7.097757320730488373e-02,3.104253262970725902e-01
5.939373065662182510e-02,4.239189705987111978e-02,2.780819768518415572e-02,3.541322964119740513e-02,4.233956771562822491e-02,3.292991724987417990e-02,1.348994799451767868e-02,1.891221780524038679e-02,0.000000000000000000e+00,1.277303005993262082e-02,1.662797875557420757e-01,1.336956750113845460e-01,8.334349899228528369e-02,9.721511987095982077e-02,8.857919677286021920e-02,9.421312338219878235e-02,9.145884478223283154e-02,9.928688043508947236e-02,1.085174155644167832e-01,8.253311564893166252e-02,6.905995907264504685e-02,6.684672034841164512e-02,7.221429764357222003e-02,6.052834669045895760e-02,6.693855213150833039e-02,1.621374128949967103e-02,2.957575259881503951e-02,3.735443087735257350e-02,1.874449427133404594e-02,3.688976125446902926e-02,3.098909780019830015e-02,5.691740965750104186e-02,5.553286107392479271e-02,6.691826414214253893e-02,7.445825466174926799e-02,1.173037051484589199e-01,9.331955836700812912e-02,9.833986155581338207e-02,1.064594171310737636e-01,7.139328117346224745e-02,6.897163427905646238e-02,7.091924456644464747e-02,1.074637958789713965e-01,9.883413880547112229e-02,5.639486316758340889e-02,2.990247447983600954e-02,3.240691340991640190e-02,4.096910746652569074e-02,4.457628272846383272e-02,5.419598320684722997e-02,8.357934069249561837e-02,1.249134922149369997e-01,6.117716193015265702e-02,1.868744596361413268e-01,1.148262711609264186e-01,8.722820078801692134e-02,2.051879147263098446e-02,7.083407347897593964e-02,6.678305037389321852e-02,8.888005529315033681e-02,4.222958662666701640e-02,6.007288801764517489e-02,1.357342169031968415e-01,5.271168202252581036e-02,7.092153954815275108e-02,4.710076035157012564e-02,7.156873253194631634e-02,4.959414913988630103e-02,5.019586750288577981e-02,4.917413142463292891e-02,3.455715721554644682e-02,2.365892268662382614e-02,5.454879202273718586e-02,2.857761097830579036e-02,3.783506700174735921e-02,9.345833491837951534e-02,7.545844868985002174e-02,2.917094483131765226e-01
5.809759707452943900e-02,5.516252049035955118e-02,4.058113576993709753e-02,4.721391932601719243e-02,5.231894961441608399e-02,4.004137589051084967e-02,2.623826859461698621e-02,2.818779807784060551e-02,1.277303005993262082e-02,0.000000000000000000e+00,1.747553333872419179e-01,1.428165084762434978e-01,8.660921587196125648e-02,1.000288229527080824e-01,8.859947838982930313e-02,9.093510985508343469e-02,8.984756196596131728e-02,9.447236252741571250e-02,1.027911782367537663e-01,7.478378116805725617e-02,6.459515618119067437e-02,7.345825007526098072e-02,8.498489035040830697e-02,7.294980936411216144e-02,7.860016441609220250e-02,1.965402453609640249e-02,3.731685791731780694e-02,3.934541004396354541e-02,2.253579502535161747e-02,3.019340213068953671e-02,2.810948933013295362e-02,6.968955552197499126e-02,6.660869750813612489e-02,7.724672696978036879e-02,8.257567733860282644e-02,1.261574979427067256e-01,1.034007026808753948e-01,1.103913073359040625e-01,1.176230193107309363e-01,8.045849445036898362e-02,8.012053977314201325e-02,8.332032849929564555e-02,1.149187735788301939e-01,1.051793083242831828e-01,5.593021488475404673e-02,3.232871408900631072e-02,3.079657152654863977e-02,4.228831800682035513e-02,4.299368867765516328e-02,5.087658431473177090e-02,7.752915904344251374e-02,1.199057388912621314e-01,6.506073848381113689e-02,1.835914914843858881e-01,1.233175803152298661e-01,9.660886294006386377e-02,1.640286664967897934e-02,7.157988844360996250e-02,7.100270704164750313e-02,9.026726507223270524e-02,3.583543028283229376e-02,5.063129353486028883e-02,1.430051393998014175e-01,6.408672783662776318e-02,7.700608834450628493e-02,5.633062247039410247e-02,6.935933416524726891e-02,3.940344846154539976e-02,3.762951449954334698e-02,5.517397332062688037e-02,2.178449366015011365e-02,1.088681949934269810e-02,5.622813174734584557e-02,1.959154788055178162e-02,2.686887520945416274e-02,9.827763831610343559e-02,6.899451475470681772e-02,2.863432945972138044e-01
